name,website,email,source,country,description,scraped_at
"LimeSurvey","https://www.limesurvey.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Feature-rich web-based polling software. Supports extensive survey logic. ([Demo](https://demo.limesurvey.org), [Source Code](https://github.com/LimeSurvey/LimeSurvey)) `GPL-2.0` `PHP`","2025-05-27 19:45:49"
"Meetable","https://events.indieweb.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Minimal events aggregator. ([Source Code](https://github.com/aaronpk/Meetable)) `MIT` `PHP`","2025-05-27 19:45:49"
"Mobilizon","https://mobilizon.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Federated tool that helps you find, create and organise events and groups. ([Source Code](https://framagit.org/framasoft/mobilizon/)) `AGPL-3.0` `Elixir/Docker`","2025-05-27 19:45:49"
"OpnForm","https://opnform.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Beautiful open-source form builder. ([Demo](https://opnform.com/forms/create/guest), [Source Code](https://github.com/JhumanJ/opnform)) `AGPL-3.0` `PHP/Nodejs/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"proxy","https://en.wikipedia.org/wiki/Proxy_server","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Web Servers","#web-servers","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"imgproxy","https://imgproxy.net/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Fast and secure standalone server for resizing and converting remote images. ([Source Code](https://github.com/imgproxy/imgproxy)) `MIT` `Go/Docker/K8S`","2025-05-27 19:45:49"
"iodine","https://code.kryo.se/iodine/","","GitHub/awesome-selfhosted/awesome-selfhosted","Sweden","IPv4 over DNS tunnel solution, enabling you to start up a socks5 proxy listener. ([Source Code](https://github.com/yarrick/iodine)) `ISC` `C/deb`","2025-05-27 19:45:49"
"Koblas","https://github.com/ynuwenhof/koblas","","GitHub/awesome-selfhosted/awesome-selfhosted","","Lightweight SOCKS5 proxy server. `MIT` `Rust/Docker`","2025-05-27 19:45:49"
"Outline Server","https://getoutline.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","A proxy server that runs a Shadowsocks instance for each access key and a REST API to manage the access keys. ([Source Code](https://github.com/Jigsaw-Code/outline-server)) `Apache-2.0` `Docker/Nodejs`","2025-05-27 19:45:49"
"Privoxy","https://www.privoxy.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Non-caching web proxy with advanced filtering capabilities for enhancing privacy, modifying web page data and HTTP headers, controlling access, and removing ads and other obnoxious Internet junk. `GPL-2.0` `C/deb`","2025-05-27 19:45:49"
"sish","https://github.com/antoniomika/sish","","GitHub/awesome-selfhosted/awesome-selfhosted","","HTTP(S)/WS(S)/TCP tunnels to localhost using only SSH (serveo/ngrok alternative). `MIT` `Go/Docker`","2025-05-27 19:45:49"
"socks5-proxy-server","https://github.com/nskondratev/socks5-proxy-server","","GitHub/awesome-selfhosted/awesome-selfhosted","","SOCKS5 proxy server with built-in authentication and Telegram-bot for user management and user statistics on data spent (handy when you pay per GB of data). It is dockerised and simple to install. `Apache-2.0` `Docker`","2025-05-27 19:45:49"
"Squid","http://www.squid-cache.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Caching proxy for the Web supporting HTTP, HTTPS, FTP, and more. It reduces bandwidth and improves response times by caching and reusing frequently-requested web pages. ([Source Code](https://code.launchpad.net/squid)) `GPL-2.0` `C/deb`","2025-05-27 19:45:49"
"Tinyproxy","https://tinyproxy.github.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Light-weight HTTP/HTTPS proxy daemon. ([Source Code](https://github.com/tinyproxy/tinyproxy)) `GPL-2.0` `C/deb`","2025-05-27 19:45:49"
"txtdot","https://tempoworks.github.io/documentation","","GitHub/awesome-selfhosted/awesome-selfhosted","pages reducing internet bandwidth usage","A HTTP proxy that parses only text, links and pictures from pages reducing internet bandwidth usage, removing ads and heavy scripts. ([Demo](https://txt.dc09.ru), [Source Code](https://github.com/TxtDot/txtdot)) `MIT` `Nodejs/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"recipes","https://en.wikipedia.org/wiki/Recipe","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Bar Assistant","https://barassistant.app/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Manage your home bar while adding your ingredients, searching for cocktails and creating custom cocktail recipes. ([Demo](https://demo.barassistant.app/), [Source Code](https://github.com/karlomikus/bar-assistant)) `MIT` `PHP/Docker`","2025-05-27 19:45:49"
"Fork Recipes","https://mikebgrep.github.io/forkapi/latest/clients/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Manage your food recipes with simplicity. ([Source Code](https://github.com/mikebgrep/fork.recipes)) `BSD-3-Clause` `Docker`","2025-05-27 19:45:49"
"KitchenOwl","https://docs.kitchenowl.org/latest/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Cross-platform shopping list, recipe storage, expense tracker, and meal planner following the material design language. ([Source Code](https://github.com/TomBursch/kitchenowl)) `AGPL-3.0` `Docker/deb`","2025-05-27 19:45:49"
"ManageMeals","https://managemeals.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Manage recipes, import recipes by URL and organize them without any ads or unnecessary text. ([Demo](https://demo.managemeals.com/), [Source Code](https://github.com/managemeals/manage-meals-web)) `GPL-3.0` `Docker`","2025-05-27 19:45:49"
"Mealie","https://nightly.mealie.io/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Material design inspired recipe manager with category and tag management, shopping-lists, meal-planner, and site customizations. Mealie is focused on simple user interactions to keep the whole family using the app. ([Source Code](https://github.com/mealie-recipes/mealie)) `MIT` `Python`","2025-05-27 19:45:49"
"RecipeSage","https://github.com/julianpoy/recipesage","","GitHub/awesome-selfhosted/awesome-selfhosted","any URL","A recipe keeper, meal plan organizer, and shopping list manager that can import recipes directly from any URL. ([Demo](https://recipesage.com)) `AGPL-3.0` `Nodejs`","2025-05-27 19:45:49"
"Recipya","https://recipes.musicavis.ca","","GitHub/awesome-selfhosted/awesome-selfhosted","Canada","A clean, simple and powerful recipe manager your whole family will enjoy. ([Demo](https://recipes.musicavis.ca/guide/login), [Source Code](https://github.com/reaper47/recipya)) `GPL-3.0` `Docker/Go`","2025-05-27 19:45:49"
"Specifically Clementines","https://davideshay.github.io/groceries/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Grocery shopping app (previously Groceries), providing reliable sync with multiple users/devices (web/Android/iOS), recipes and integration with Tandoor. ([Source Code](https://github.com/davideshay/groceries)) `MIT` `Docker`","2025-05-27 19:45:49"
"Tamari","https://tamariapp.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Recipe manager web app with a built-in collection of recipes. Organize by favorites and categories, create shopping lists, and plan meals. ([Demo](https://app.tamariapp.com), [Source Code](https://github.com/alexbates/Tamari)) `GPL-3.0` `Docker/Python`","2025-05-27 19:45:49"
"What To Cook?","https://github.com/kassner/whattocook","","GitHub/awesome-selfhosted/awesome-selfhosted","","Get a recipe to cook today, based on the ingredients you have at home. `AGPL-3.0` `Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Remote desktop","https://en.wikipedia.org/wiki/Remote_desktop_software","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Engity's Bifröst","https://bifroest.engity.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Highly customizable SSH server with several ways to authorize a user and options where and how to execute a user's session. ([Source Code](https://github.com/engity-com/bifroest)) `Apache-2.0` `Go/Docker`","2025-05-27 19:45:49"
"Firezone","https://www.firezone.dev/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Secure remote access gateway that supports the WireGuard protocol. It offers a Web GUI, 1-line install script, multi-factor auth (MFA), and SSO. ([Source Code](https://github.com/firezone/firezone)) `Apache-2.0` `Elixir/Docker`","2025-05-27 19:45:49"
"Guacamole","https://guacamole.apache.org","","GitHub/awesome-selfhosted/awesome-selfhosted","","Clientless remote desktop gateway supporting standard protocols like VNC and RDP. ([Source Code](https://github.com/apache/guacamole-server)) `Apache-2.0` `Java/C`","2025-05-27 19:45:49"
"MeshCentral","https://meshcentral.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Run your own web server to remotely manage and control computers on a local network or anywhere on the internet. ([Source Code](https://github.com/Ylianst/MeshCentral)) `Apache-2.0` `Nodejs`","2025-05-27 19:45:49"
"Remotely","https://github.com/immense/Remotely","","GitHub/awesome-selfhosted/awesome-selfhosted","","A remote desktop control and remote scripting solution, enterprise level remote support solution with admin web interface and remote control via browser. `GPL-3.0` `C#/Docker`","2025-05-27 19:45:49"
"RustDesk","https://rustdesk.com/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Remote Desktop Access software that works out-of-the-box (alternative to TeamViewer). ([Source Code](https://github.com/rustdesk/rustdesk-server)) `AGPL-3.0` `Rust/Docker/deb`","2025-05-27 19:45:49"
"ShellHub","https://www.shellhub.io","","GitHub/awesome-selfhosted/awesome-selfhosted","","ShellHub is a modern SSH server for remotely accessing linux devices via command line (using any SSH client) or web-based user interface, designed as an alternative to sshd. ([Source Code](https://github.com/shellhub-io/shellhub)) `Apache-2.0` `Docker`","2025-05-27 19:45:49"
"Sshwifty","https://github.com/nirui/sshwifty","","GitHub/awesome-selfhosted/awesome-selfhosted","","Sshwifty is a SSH and Telnet connector made for the Web. ([Demo](https://sshwifty-demo.nirui.org)) `AGPL-3.0` `Go/Docker`","2025-05-27 19:45:49"
"Warpgate","https://github.com/warp-tech/warpgate","","GitHub/awesome-selfhosted/awesome-selfhosted","","Smart SSH and HTTPS bastion that works with any SSH client. `Apache-2.0` `Rust/Docker`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"resource and supply planning","https://en.wikipedia.org/wiki/Resource_planning","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Money, Budgeting & Management","#money-budgeting--management","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Dolibarr","https://www.dolibarr.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Modern CRM software package to manage your company or foundation activity (contacts, suppliers, invoices, orders, stocks, agenda, accounting, ...). ([Demo](https://www.dolibarr.org/onlinedemo.php), [Source Code](https://github.com/Dolibarr/dolibarr)) `GPL-3.0` `PHP/deb`","2025-05-27 19:45:49"
"ERPNext","https://frappe.io/erpnext","","GitHub/awesome-selfhosted/awesome-selfhosted","","ERP system to help you run your business. ([Source Code](https://github.com/frappe/erpnext)) `GPL-3.0` `Python/Docker`","2025-05-27 19:45:49"
"farmOS","https://farmos.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Web-based farm record keeping application. ([Demo](https://farmos-demo.rootedsolutions.io/), [Source Code](https://github.com/farmOS/farmOS)) `GPL-2.0` `PHP/Docker`","2025-05-27 19:45:49"
"grocy","https://grocy.info/","","GitHub/awesome-selfhosted/awesome-selfhosted","","ERP beyond your fridge. Groceries & household management solution for your home. ([Demo](https://en.demo.grocy.info/), [Source Code](https://github.com/grocy/grocy)) `MIT` `PHP/Docker`","2025-05-27 19:45:49"
"LedgerSMB","https://ledgersmb.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Integrated accounting and ERP system for small and midsize businesses, with double entry accounting, budgeting, invoicing, quotations, projects, orders and inventory management, shipping and more. ([Demo](https://demo.cloud.efficito.com/erp/1.5/login.pl), [Source Code](https://github.com/ledgersmb/LedgerSMB)) `GPL-2.0` `Docker/Perl`","2025-05-27 19:45:49"
"Odoo","https://www.odoo.com","","GitHub/awesome-selfhosted/awesome-selfhosted","","Free open source ERP system. ([Demo](https://demo.odoo.com/), [Source Code](https://github.com/odoo/odoo)) `LGPL-3.0` `Python/deb/Docker`","2025-05-27 19:45:49"
"OFBiz","https://ofbiz.apache.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Enterprise Resource Planning system with a suite of business applications flexible enough to be used across any industry. ([Source Code](https://github.com/apache/ofbiz-framework)) `Apache-2.0` `Java`","2025-05-27 19:45:49"
"Tryton","https://www.tryton.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Free open source business solution. ([Demo](https://www.tryton.org/demo), [Source Code](https://foss.heptapod.net/tryton/tryton)) `GPL-3.0` `Python`","2025-05-27 19:45:49"
"`^        back to top        ^`","#awesome-selfhosted","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"search engine","https://en.wikipedia.org/wiki/Search_engine_(computing","","GitHub/awesome-selfhosted/awesome-selfhosted","","No description","2025-05-27 19:45:49"
"Aleph","https://aleph.occrp.org/","","GitHub/awesome-selfhosted/awesome-selfhosted","","Tool for indexing large amounts of both documents (PDF, Word, HTML) and structured (CSV, XLS, SQL) data for easy browsing and search. It is built with investigative reporting as a primary use case. ([Demo](https://aleph.occrp.org/), [Source Code](https://github.com/alephdata/aleph)) `MIT` `Docker/K8S`","2025-05-27 19:45:49"
